,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
13318,Snehlata,-1936.0,,,,,Balwant Bhatt,Jayant,,
13319,Sniffer,-2013.0,137 min,"Adventure, Comedy, Drama",5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee
13320,Snip!,-2000.0,,"Comedy, Thriller",4.7,124,Sunhil Sippy,Sohrab Ardeshir,Nikhil Chinappa,Makrand Deshpande
13321,Soch,-2002.0,145 min,"Drama, Mystery, Thriller",4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar
13322,Soch Lo,-2010.0,,"Action, Crime, Drama",6.5,86,Sartaj Singh Pannu,Barkha Madan,Iris Maity,Nishan Nanaiah
13323,Socha Na Tha,-2005.0,137 min,"Comedy, Drama, Romance",7.4,"7,475",Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka
13324,Socha Na Tha,-1989.0,,Romance,,,Hussain Sharif,Rakesh Bedi,Ike Choudhri,Anita Guha
13325,Sochna,-2001.0,,Drama,,,,,,
13326,Society,-1955.0,,,,,Shaheed Latif,Iftekhar,Vikram Kapoor,Nasir Khan
13327,Society,-1942.0,,,,,Nazir,Sitara Devi,Nazir,Majeed
13328,Society,-1987.0,,Thriller,,,,,,
13329,Society Kaam Se Gayi,-2011.0,,Drama,5.6,12,Rahul Dholakia,Seema Biswas,Sonia Gill,Javed Jaffrey
13330,Sohag,-1940.0,,,,,Balwant Bhatt,Kumar,Bibbo,Mazhar Khan
13331,Sohag Raat,-1948.0,143 min,"Drama, Romance",7.2,6,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali
13332,Sohni Mahiwal,-1985.0,142 min,"Action, Drama, Romance",6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol
13333,Sohni Mahiwal,-1946.0,,,,,Ishwarlal,Ravindra Jaykar,Begum Para,
13334,Sohni Mahiwal,-1933.0,,,,,Harshadrai Sakerlal Mehta,Bhim,Gohar,
13335,Sohni Mahiwal,-1958.0,104 min,"Musical, Romance",5.9,9,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash
13336,Solah Satra,-1990.0,,Romance,,,Munna Rizvi,Kiran Vohra,Jagdeep,Jahangir Jahangiri
13337,Solah Shukrawar,-1977.0,,"Drama, Family, Fantasy",,,Ashish Kumar,Rajni Bala,Indira Bansal,Abhi Bhattacharya
13338,Solah Somwar,-2000.0,,Drama,,,Anjana Trivedi,Upendra Trivedi,,
13339,Sold,-2014.0,94 min,Drama,6.9,"1,589",Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose
13340,Sold: Fighting the New Global Slave Trade,-2010.0,52 min,"Documentary, News",,,Jody Hassett Sanchez,Mira Nair,,
13341,Soldier,-1998.0,156 min,"Action, Drama, Musical",6.2,"2,757",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta
13342,Soldier as Thakur Daler Singh,-1969.0,,Action,6.0,5,Pachhi,Ajit Singh Deol,Deepa,Dharmendra
13343,Solid Patels,,,Comedy,,,Saurabh Varma,Shiv Panditt,Shazahn Padamsee,Kettan Singh
13344,Solva Saal,-1958.0,135 min,"Comedy, Romance, Thriller",7.0,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev
13345,Solva Sawan,-1979.0,140 min,Drama,6.0,22,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar
13346,Som Mangal Shani,-1988.0,,Action,,,S.R. Pratap,Hemant Birje,Shehzad Khan,Sood Upendra
13347,Some Where in Delhi,-1956.0,128 min,"Comedy, Drama, Romance",5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee
13348,Someone,-2021.0,160 min,"Drama, Romance",,,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan
13349,Something Wrong,-2021.0,110 min,Horror,,,Azhar Hussain,Rahul Jain,Priti Singh,Asad Khan
13350,Son of Ali Baba,-1955.0,,Fantasy,,,Majnu,Mahipal,Chitra,Chandrashekhar
13351,Son of Dracula,-2009.0,94 min,"Fantasy, Horror",5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen
13352,Son of Flower,-2012.0,,Drama,,,Raja Bundela,Jamie Alter,Tom Alter,J. Brandon Hill
13353,Son of Hercules,-1964.0,80 min,Action,2.8,28,Sultan,Bipin Gupta,Kamran,Leela Kumari
13354,Son of India,-1962.0,,Drama,5.8,50,Mehboob Khan,Sajid Khan,Kamaljit Singh,Kumkum
13355,Son of Sardaar,-2012.0,141 min,"Action, Comedy",4.0,"9,060",Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt
13356,Son of Sinbad,-1958.0,,Adventure,2.3,24,Nanabhai Bhatt,Master Bhagwan,Kuldip Kaur,Prem Nath
13357,Son Rise,-2019.0,49 min,Documentary,8.2,213,Vibha Bakshi,,,
13358,Sona Chandi,-1946.0,,,,,Kamlabai Gokhale,Mehmood,,
13359,Sona Spa,-2013.0,102 min,"Drama, Mystery, Thriller",3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani
13360,Sonal,-1973.0,,Drama,,,Prabhat Mukherjee,Mallika Sarabhai,Jatin Khanna,Sulochana Latkar
13361,Sonali Cable,-2014.0,127 min,"Comedy, Drama",5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal
13362,Sonam Gupta Bewafa Hai,-2021.0,,Comedy,,,Ssaurabh Tyagi,Surbhi Jyoti,Atul Srivastava,Jassie Gill
13363,Sonchand,-2018.0,,Drama,,,Ranjith Oraon,Sachin Kumar Meena,,
13364,Sonchidi,-2011.0,55 min,"Drama, Mystery, Sci-Fi",6.3,82,Amit Dutta,Nitin Goel,Gagan Singh Sethi,
13365,Sonchiriya,-2019.0,143 min,"Action, Crime, Drama",8.1,"9,572",Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana
13366,Sone Ka Dil Lohe Ke Haath,-1978.0,,Action,6.5,8,Naresh Kumar,Sudha Chopra,Rajan Haksar,Nasir Hussain
13367,Sone Ka Shohar,-1935.0,,,,,Anand Prasad Kapoor,Baburao Pendharkar,,
13368,Sone Ke Chidiya,-1948.0,,Drama,,,Ajit,Leela Kumari,Harishchandra Rao,Vasantrao
13369,Sone Ki Chidiya,-1958.0,171 min,"Drama, Romance",6.0,34,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan
13370,Sone Ki Lanka,-1992.0,,Action,5.7,10,Ajay Kashyap,Jeetendra,Jaya Prada,Chunky Panday
13371,Sone Ki Lanka,-1978.0,,Drama,,,Satpal,Sunil Dutt,Rekha,Seema Kapoor
13372,Sone Ki Sita,-1994.0,,Drama,,,Pankaj Berry,Sudha Chandran,Neena Gupta,Rohini Hattangadi
13373,Sone Ki Zanjeer,-1992.0,,Action,,,Shiv Kumar,Laxmikant Berde,Priya Arun Berde,Prasenjit Chatterjee
13374,Sone Pe Suhaaga,-1988.0,163 min,"Action, Family",4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan
13375,Songs of love,-2019.0,210 min,"Drama, Musical, Romance",,,Amit Jain,Sheeba Chaddha,Lopamudra Raut,Arpit Chaudhary
13376,Soni,-2018.0,97 min,"Crime, Drama",7.2,"2,528",Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla
13377,Soni De Nakhara,-2011.0,,Drama,,,Vicky Gangadhar,Anuj Sawhney,Sheena Shahabadi,Dalip Tahil
13378,Sons of Ram,-2012.0,85 min,"Animation, Drama, Musical",6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi
13379,Sonthakkaran,-1989.0,,"Action, Comedy, Drama",,,Raja,Arjun Sarja,Madhuri,Nirosha
13380,Sonu Ke Titu Ki Sweety,-2018.0,138 min,"Comedy, Romance",7.1,"20,000",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
13381,Sookha,-1983.0,119 min,Drama,6.6,9,M.S. Sathyu,Pankaj Dheer,Anant Nag,
13382,Sooper Se Ooper,-2013.0,,Comedy,4.3,178,Shekhar Ghosh,Tinnu Anand,Mahesh Balraj,Mithilesh Chaturvedi
13383,Sooraj Pe Dastak,-1995.0,,Drama,,,,,,
13384,Soorarai Pottru,-2020.0,153 min,Drama,9.1,"83,029",Sudha Kongara,Suriya,Madhavan,Paresh Rawal
13385,Soorat Aur Seerat,-1962.0,,"Drama, Family",7.2,14,Rajnish Bahl,Dharmendra,Nutan,K.N. Singh
13386,Soorma,-2018.0,131 min,"Biography, Drama, Sport",7.4,"4,648",Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi
13387,Soorma Bhopali,-1988.0,153 min,Comedy,5.6,60,Jagdeep,Jagdeep,Agha,Amitabh Bachchan
13388,Sooryavansham,-1999.0,168 min,"Action, Drama",6.3,"2,820",E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan,Soundarya
13389,Sooryavanshi,-2021.0,176 min,"Action, Thriller",,,Rohit Shetty,Akshay Kumar,Katrina Kaif,Ajay Devgn
13390,Sopan,-1994.0,134 min,Thriller,,,Ajay Bannerjee,Soumitra Chatterjee,Mamata Shankar,
13391,Sorry Bhai!,-2008.0,154 min,"Comedy, Drama, Romance",6.1,"1,019",Onir,Shabana Azmi,Boman Irani,Sanjay Suri
13392,Sorry Daddy,-2015.0,,Action,4.7,6,Vijay Pal,Shamim Khan,Anupam Shukla,Mukesh Tiwari
13393,Sorry Madam Maaf Karo,-2013.0,,Comedy,,,D.M. Subhashish,Master Aman,Prima Shambhavi Chatterjee,Dinesh Hingoo
13394,SOS Talk,-2015.0,132 min,Drama,,,Kumaar Aadarsh,Kumaar Aadarsh,Melica Amina,Shreya Chawla
13395,SOS: Secrets of Sex,-2013.0,114 min,Drama,5.8,34,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur
13396,SOS: Secrets of Sex Chapter 3,-2014.0,108 min,Drama,3.5,31,Kumaar Aadarsh,Kumaar Aadarsh,Leena Kapoor,
13397,Soul,-2015.0,,Romance,,,Mehmood Ali,Shiba Bhardwaj,Zuber K. Khan,
13398,Soul of Sand,-2010.0,99 min,"Drama, Mystery, Thriller",5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani
13399,Soulmates,,,Drama,,,Saif Khan Chishty,,,
13400,Sound of Water-Paani Ki Aawaz,-2019.0,119 min,Adventure,,,Shravan Kumar Rathore,Abraam Pandey,Jaspreet Kaur Pruthi,Prem Sharma
13401,Soundtrack,-2011.0,132 min,"Drama, Musical",7.1,826,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma
13402,Souryam,-2008.0,151 min,"Action, Drama",5.8,167,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur
13403,Souten,-1983.0,160 min,"Drama, Musical, Romance",5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure
13404,Souten Ki Beti,-1989.0,136 min,"Drama, Family",5.3,55,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada
13405,Souten: The Other Woman,-2006.0,131 min,Thriller,4.7,43,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure,Shakti Kapoor
13406,Space Race,-2013.0,,Animation,,,Rajiv Chilaka,,,
13407,Spandan,-1982.0,135 min,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar
13408,Spark,-2014.0,134 min,Action,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall
13409,Sparsh: The Touch,-2003.0,,"Comedy, Horror",,,Manoj Sharma,Susheel Jangira,Kunal Kapoor,Shikhar
13410,Special 26,-2013.0,144 min,"Crime, Drama, Thriller",8.0,"52,354",Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee
13411,Speed,-2007.0,102 min,"Action, Crime, Thriller",2.9,513,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan
13412,Speed Queen,-1947.0,,Action,,,Nari Ghadiali,Benjamin,Ruby,Mustafa
13413,Spellbound,-2018.0,,Mystery,,,Dharam Panesar,Tapasya Agnihotri,Manoj Malhotra,Ramesh Malhotra
13414,Spirit of Moksha - Kumbh Mela,-2010.0,61 min,"Documentary, Family",5.8,6,Rajeev Gautam,Maya Sharma,,
13415,Split Wide Open,-1999.0,103 min,"Crime, Drama",6.5,222,Dev Benegal,Rahul Bose,Laila Rouass,Shivaji Satam
13416,Spot Boy,-1996.0,,Drama,,,Pasha P. Jung,Akshay Anand,Babban,Raj Kiran
13417,Spring Thunder,-2018.0,113 min,"Crime, Drama",,,Sriram Dalton,Ravi Sah,Akash Khurana,Arshad Khan
13418,Spy in Goa,-1966.0,,"Action, Thriller",,,Dharam Kumar,Sheikh Mukhtar,Randhawa,Malika
13419,Spy in Rome,-1968.0,155 min,"Action, Comedy, Romance",4.9,8,B.K. Adarsh,Dev Kumar,Jaymala Adarsh,K.N. Singh
13420,Squad,-2020.0,,"Action, Comedy, Drama",,,Nilesh Sahay,Pooja Batra,Mohan Kapur,Malvika Raaj
13421,Sragaal,-2020.0,140 min,"Drama, History, Mystery",,,Devansh Srivastava,Ravi Kishan,Naresh Neb,Anshuman Rai
13422,Sree Murugan,-1977.0,,"Adventure, Drama, Fantasy",,,P. Subramaniam,Tikrusha,Raghavan,Ravi Kumar
13423,Sree Rama Anjaneya Yuddham,-1975.0,166 min,"Drama, Fantasy",7.8,29,Bapu,N.T. Rama Rao,Janardhana Rao Arja,Saroja Devi B.
13424,Sri Anjaneyam,-2004.0,174 min,"Action, Fantasy",4.6,203,Krishna Vamsi,Nithiin,Ananth,Jogi Brothers
13425,SRI DUNGARGARH,,120 min,"Action, Drama, Mystery",,,Mukesh Asopa,Mukesh Asopa,,
13426,Sri Raam Vanavas,-1977.0,137 min,"Adventure, Drama, Fantasy",,,Kamalakara Kameshwara Rao,Ravi Kumar,Satyanarayana Kaikala,Gummadi
13427,Sri Ramakatha,-1968.0,178 min,Drama,,,Jayalalitha J,Haranath,,
13428,Sri Shirdi Saibaba Mahathyam,-1986.0,,Drama,7.7,83,K. Vasu,Vijayachander,Chandramohan,Anjali Devi
13429,Sri Venkateswara Mahathyam,-1960.0,204 min,"Drama, Musical",8.5,52,P. Pullaiah,N.T. Rama Rao,Savitri,Varalakshmi S.
13430,Sridevi Bungalow,,,Thriller,,,Prasanth Mambully,Priya Prakash Varrier,Lee Nicholas Harris,Garima Agarwal
13431,Srinagar,-2020.0,,Drama,9.1,28,Sanoj Mishra,Sanoj R. Mishra,Ravi Sudha Choudhary,Uzma Ahmed
13432,Sssshhh...,-2003.0,163 min,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea,Karann Nathh
13433,Ssukh,-2005.0,,"Comedy, Family, Romance",5.0,59,Kirti Kumar,Aarti Chhabria,Jackie Shroff,Mahesh Anand
13434,Stage,-1951.0,,,,,Vijay Mhatre,Dev Anand,Cuckoo,Gulab
13435,Stalker,-2012.0,,Thriller,3.5,8,Kishore Bhargav,Kiren Jogi,Priyanka Kothari,Nakul Vaid
13436,Stand By,-2011.0,,"Drama, Sport, Thriller",6.3,25,Sanjay Soorkar,Siddharth Kher,Sachin Khedekar,Dalip Tahil
13437,Stanley Ka Dabba,-2011.0,96 min,"Comedy, Drama, Family",7.8,"6,493",Amole Gupte,Partho A. Gupte,Numaan Sheikh,Abhishek Reddy
13438,Star,-1982.0,,"Drama, Musical",7.7,53,Vinod Pande,Kumar Gaurav,Rati Agnihotri,Raj Kiran
13439,State Express,-1938.0,171 min,,,,Vijay Bhatt,Jayant,Umakant,Shirin Banu
13440,State Express,-1961.0,,Action,,,Babubhai Mistry,Bela Bose,Kamran,Arvind Kumar
13441,State of Siege: Temple Attack,-2021.0,,Action,,,Ken Ghosh,Akshaye Khanna,Manjari Fadnnis,Abhimanyu Singh
13442,State Rowdy,-1989.0,147 min,"Action, Crime, Drama",6.3,104,Gopal B.,Chiranjeevi,Bhanupriya,Jayamalini
13443,State vs Justice,-2022.0,120 min,"Biography, Crime, Drama",,,Jaimin Bal,,,
13444,State vs. Malti Mhaske,-2018.0,,"Crime, Thriller",7.1,67,Nikhil Mahajan,Sagar Deshmukh,Divya Menon,Smita Tambe
13445,Station,-2014.0,120 min,"Crime, Drama, Thriller",7.5,90,Saad Khan,Kanika Batra,Gulshan Grover,Rohiet Nair
13446,Station Master,-1942.0,157 min,,,,Chimanlal Luhar,Prem Adib,Kaushalya,Suraiya
13447,Stay Alert,-1956.0,153 min,"Comedy, Drama",8.2,913,Amit Mitra,Sombhu Mitra,Pradeep Kumar,Sumitra Devi
13448,Staying Alive,-2007.0,96 min,"Crime, Drama",6.2,24,Ananth Narayan Mahadevan,Salim Abubaker,Manuj Bhaskar,Shekhar Bhonsle
13449,Staying Alive,-2012.0,89 min,Drama,5.6,29,Ananth Narayan Mahadevan,Jahangir Khan,Ananth Narayan Mahadevan,Navni Parihar
13450,Steering,-2021.0,,Drama,,,Nitin Supekar,Casiono Dsoza,Raavi Kishor,Deepalaxmi Moghe
13451,Still Standing,-2010.0,54 min,"Documentary, Biography, Drama",7.5,8,Pankaj Johar,,,
13452,Stoovertpuram Police Station,-1991.0,148 min,"Action, Drama",6.2,65,Veerendranath Yandamoori,Chiranjeevi,Vijayshanti,Nirosha
13453,Stop or I Will Shoot,-2019.0,56 min,Thriller,,,Subhanjan,Amrita,Dipannita,
13454,Stop!,-2004.0,,"Comedy, Romance",4.4,33,Ajai Sinha,Rocky Bhatia,Dia Mirza,Tejaswini Kolhapure
13455,Stories,,,Drama,,,K Sukumar,Dibyayan Banerji,Kaushik Basu,Gosh Promila
13456,Straight,-2009.0,110 min,"Comedy, Drama",5.8,350,Parvati Balagopalan,Vinay Pathak,Gul Panag,Anuj Chaudhary
13457,Stranger on Whatsap,,,Mystery,,,Jakee Patel,Prerna Trivedi,Dinesh Lamba,Armaan Tahil
13458,Strangers,-2007.0,100 min,"Drama, Romance, Thriller",4.9,338,Aanand L. Rai,Jimmy Sheirgill,Kay Kay Menon,Sonali Kulkarni
13459,Strangers,-2019.0,75 min,Documentary,,,Laura Kansy,Oskar Zoche,,
13460,Strawberry Blues,-2019.0,90 min,Crime,,,Jacob Paul,Priyanka Bora,Ravi Jhanghu,Swetanshu Mala
13461,Strawberry Point,-2020.0,,Thriller,7.8,5,Prabal Baruah,Karan Oberoi,,
13462,Stree,-1961.0,139 min,Fantasy,7.5,21,Shantaram Rajaram Vankudre,Shantaram Rajaram Vankudre,Sandhya,Rajshree
13463,Stree,-1938.0,,,,,Shakuntala Paranjpye,,,
13464,Stree,-2018.0,128 min,"Comedy, Horror",7.6,"29,900",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi
13465,Stree Purush,-1975.0,,Drama,,,Rajkumar,Rikhi Oberoi,Monika Patel,Tun Tun
13466,Street 13,-2000.0,,Horror,,,Geeta Chauhan,Aditya Mohan,Ashima Pandey,Alpana Talwar
13467,Street Dancer 3D,-2020.0,146 min,"Drama, Music",3.6,"5,930",Remo D'Souza,Varun Dhawan,Shraddha Kapoor,Prabhu Deva
13468,Street Fighter,-1995.0,148 min,Action,5.2,16,Gopal B.,Ali,Brahmanandam,Devan
13469,Street Fighter: The Legend of Chun-Li,-2009.0,96 min,"Action, Crime, Fantasy",3.7,"23,206",Andrzej Bartkowiak,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan
13470,Street Singer,-1938.0,135 min,Drama,6.3,15,Phani Majumdar,K.L. Saigal,Kanan Devi,Boken Chatto
13471,Street Singer,-1966.0,,"Drama, Musical",,,Chandrashekhar,David Abraham,Agha,Bela Bose
13472,Striker,-2010.0,128 min,"Action, Crime, Drama",6.9,"1,014",Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher
13473,Strings,-2006.0,,"Drama, Romance",,,Sanjay Jha,Adam Bedi,Tannishtha Chatterjee,Vineet Kumar
13474,Strings of Devotion,-2021.0,,Documentary,,,Arno Krimmer,Vishal Bhardwaj,Jagjit Singh,Zakir Hussain
13475,Strings of Passion,-2014.0,100 min,Drama,6.5,31,Sanghamitra Chaudhuri,Zeenat Aman,Indrani Haldar,Shubh Mukherjee
13476,Struggle,-1936.0,,,,,Jehanara Kajjan,,,
13477,Struggler,-2006.0,,Thriller,6.0,10,Mahesh Manjrekar,Amitabh Bachchan,Atul Kale,Mahesh Manjrekar
13478,Struggle-real life story of artist,,,Drama,,,Ajay Yadav,Rajpal Yadav,Ranjeet,Mukesh S. Bhatt
13479,Stud Sala,,,Comedy,,,Ram Gopal Varma,,,
13480,Student of the Year,-2012.0,146 min,"Comedy, Drama, Music",5.3,"16,038",Karan Johar,Sidharth Malhotra,Alia Bhatt,Varun Dhawan
13481,Student of the Year 2,-2019.0,146 min,"Action, Comedy, Drama",2.2,"17,483",Punit Malhotra,Tiger Shroff,Ananya Panday,Tara Sutaria
13482,Stumped,-2003.0,121 min,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan
13483,Stunt King,-1944.0,,,,,Kamlabai Gokhale,,,
13484,Stunt Queen,-1947.0,,,,,Ramnik Vyas,Fearless Nadia,,
13485,Stunttman,-1994.0,,"Action, Drama, Romance",4.8,20,Deepak Balraj Vij,Avtar Singh Ahluwalia,Tinnu Anand,Ami Asthana
13486,Stupid Lovers,-2018.0,,Romance,,,Samrat Das,Anil Arya,Anusheel Chakrabarty,Priyanka Jadhav
13487,Style,-2001.0,157 min,"Comedy, Musical, Mystery",6.7,"1,859",N. Chandra,Sharman Joshi,Sahil Khan,Riya Sen
13488,Stylish Memsaheb,-2017.0,102 min,Romance,,,Nayana Khedkar,Rukshar Beherzi,Pawan Jain,Nayana Khedkar
13489,Sub Ka Saathi,-1972.0,,"Drama, Family",6.5,6,A. Bhimsingh,Sanjay Khan,Vinod Khanna,Om Prakash
13490,Subah Hone Tak,-1988.0,,Drama,,,Sandeepan V. Kant,Pallavi Joshi,Guddi Maruti,Sangeeta Naik
13491,Subah Ka Tara,-1954.0,107 min,Romance,5.4,9,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre,Jayshree Gadkar
13492,Subah Shyam,-1944.0,,,,,P.C. Barua,P.C. Barua,Tulsi Chakraborty,Devbala
13493,Subah Subah,-1983.0,,Romance,8.0,83,Indrajeet Singh Bansal,Aamir Khan,,
13494,Subah Zaroor Aayegi,-1977.0,,Action,,,Prakash Inamdar,Paidi Jairaj,Nana Palsikar,Mahesh Raaj
13495,Subash,-1996.0,150 min,Action,,,Udhayakumar,Arjun Sarja,,
13496,Subero Ghaam,-2014.0,170 min,Drama,,,Naresh Khanna,Balraj Negi,Bijju,Baldev Rana
13497,Subhadra,-1946.0,122 min,,,,Master Vinayak,Prem Adib,Shanta Apte,Ishwarlal
13498,Subhadra Haran,-1963.0,,,,,Datta Dharmadhikari,Madhu Apte,Ram Chitnis,Chitra
13499,Subhadra Haran,-1932.0,,,,,Khatun,Jal Merchant,Sankatha,Lala Yaqoob
13500,Subhadra Haran,-1974.0,,Fantasy,,,K. Prabhakar,Gangadhar,Comedian Guggu,Kalpana
13501,Subha-O-Sham,-1971.0,180 min,"Action, Comedy, Drama",6.5,31,Tapi Chanakya,Sanjeev Kumar,Waheeda Rehman,Mohamad Ali Fardin
13502,Subhas Chandra,-1966.0,130 min,"Biography, Drama, History",8.2,41,Piyush Bose,Amar Dutta,Samar Chatterjee,Ashish Ghosh
13503,Subhash Chandra,-1966.0,,Drama,,,Piyush Bose,Ajeet,Amar,Robin Kanerjee
13504,Subhash Chandra Bose,-2005.0,,"Action, Drama, History",3.1,245,K. Raghavendra Rao,Venkatesh Daggubati,Prakash Raj,Tom Alter
13505,Sudama,-1947.0,,Drama,,,Bn Rao,,,
13506,Sudarshan Chakra,-1956.0,,,,,Datta Dharmadhikari,Nalini Jaywant,Mahipal,Shahu Modak
13507,Suddha,-2005.0,105 min,Drama,7.2,13,Ramchandra P.N.,Sharada Devi,Bharathi Jain,Jagatpal Jain
13508,Sudesi,-2005.0,139 min,"Action, Crime, Drama",3.7,35,Jeppi,Ashima Bhalla,Karunas,M.N. Nambiar
13509,Sudhandhiram,-2000.0,145 min,"Action, Crime, Drama",4.0,44,Raj Kapoor,Nassar,Prithviraj,Raghuvaran
13510,Sugandh,-1982.0,,"Crime, Drama, Romance",,,Ravikant Nagaich,Anand Balraj,Leena Das,Gulshan Grover
13511,Suhaag,-1979.0,164 min,"Action, Drama, Musical",6.7,"1,053",Manmohan Desai,Shashi Kapoor,Amitabh Bachchan,Rekha
13512,Suhaag,-1994.0,145 min,"Action, Comedy, Drama",5.7,"1,755",Kuku Kohli,Ajay Devgn,Akshay Kumar,Karisma Kapoor
13513,Suhaag Ka Balidaan,-1987.0,,Drama,,,Ramesh Bedi,Prem Bedi,Jamuna,Ashok Kalra
13514,Suhaag Ki Keemat,-2001.0,,Drama,,,,,,
13515,Suhaag Raat,-1968.0,160 min,"Drama, Romance",4.8,29,R. Bhattacharya,Rajshree,Jeetendra,Sulochana Latkar
13516,Suhaani Raat,-1974.0,,Drama,,,Nirmal Kumar,Sushil Kumar,Narendra,
13517,Suhag,-1958.0,,,,,B. Ramakrishnaiah Panthulu,Shivaji Ganesan,Gemini Ganesan,M.V. Rajamma
13518,Suhag Sindoor,-1961.0,,Drama,5.0,5,R. Krishnan,S. Panju,Balraj Sahni,Mala Sinha
13519,Suhag Sindoor,-1953.0,,,,,Shyama,,,
13520,Suhagan,-1954.0,,"Drama, Family",6.3,6,Anant Mane,Guru Dutt,Mala Sinha,Geeta Bali
13521,Suhagan,-1942.0,,"Drama, Family",,,Jagatrai Pesumal Advani,,,
13522,Suhagan,-1986.0,143 min,Romance,6.1,43,K. Raghavendra Rao,Jeetendra,Sridevi,Padmini Kolhapure
13523,Suhagan,-1964.0,,"Drama, Romance",6.2,17,K.S. Gopalakrishnan,Guru Dutt,Mala Sinha,Om Prakash
13524,Suhagi,-1948.0,,,,,A. Shakoor,Manorama,,
13525,Suhagraat Se Pehle,-1996.0,,Action,,,Mahesh Anand,Balbir,Ravi Bhushan,Firoz Khan
13526,Suhana Safar,-1970.0,130 min,"Comedy, Drama",6.4,45,Vijay,Shashi Kapoor,Sharmila Tagore,Lalita Pawar
13527,Sui Dhaaga,-2018.0,122 min,"Comedy, Drama",6.8,"7,421",Sharat Katariya,Anushka Sharma,Varun Dhawan,Raghuvir Yadav
13528,Sujata,-1960.0,161 min,"Drama, Romance",7.3,326,Bimal Roy,Nutan,Sunil Dutt,Shashikala
13529,Sujata,-2020.0,104 min,Drama,,,Deepak Bhardwaj,Kavita Joshi,Pratap Kumar,Rahul Kumar
13530,Sukannya Bani Hai Durga,-2020.0,,Drama,,,Rizwan Denial,Manoj Bakshi,Hemant Birje,Rizwan Khan
13531,Sukh Ki Daulat,-1994.0,,Drama,,,Texas Gaikwad,Avinash,Meera,Nandini
13532,Sukhi Jeevan,-1942.0,,"Drama, Family",,,Master Bhagwan,Harishchandra,,
13533,Suki,-1994.0,,Drama,,,,,,
13534,Sulagte Armaan,-1984.0,,Drama,,,Himmat Dave,Jayshree Gadkar,Heena Kausar,Arvind Kumar
13535,Suleh,-1946.0,,,,,Apurba Kumar Mitra,Biman Bannerjee,Tulsi Chakraborty,Ahindra Choudhury
